title_ch,title_eng,body,hsk_level,link 
无卡取款的几种方法,Ways to withdraw cash without a card in China,在中国，大家已经可以“无现金”出行，但是很多人还是需要带银行卡，因为如果要用现金，没办法在ATM上取钱。事实上，银行在不断创新，已经可以无卡取现金了。 刷脸取款 无卡取款的最新方式是“刷脸取款”。站在ATM前，让摄像头照一照，然后输入几个简单信息，现金就可以从取款机里取出来。因为“人脸识别”技术是取款领域的一次创新性尝试，为降低风险，目前“刷脸取款”有额度限制。比如，招商银行每日一张卡只能取3000元。 扫码取款 大家消费付款时已经习惯拿出手机扫码，其实在ATM上扫码也能取款。 客户不需要使用银行卡，只需要打开手机银行APP中的“扫一扫”功能，扫描ATM上的二维码，输入取款金额并验证成功后，点击“取款”按键，就完成整个取款流程。 有的银行在取款时，需要通过指纹登录手机银行，并在ATM输入取款密码，保护了账户和资金的安全。 手机取款 ApplePay进入中国市场后，持卡人也可以在ATM上通过ApplePay来取款。SamsungPay和HuaweiPay也都可以这样做。 只要客户的手机和ATM都支持这个功能，就可以顺利通过刷手机、验指纹“Pay”的方式从ATM中取出现金了。,6,https://mandarinbean.com/ways-to-withdraw-cash-without-a-card-in-china/
世界最大进口国,The World Biggest Importing Country,未来几年，中国将不仅是世界最大出口国，也将是世界最大进口国。 根据中国著名经济师的分析，中国现在从亚洲、非洲、大洋洲、南美洲和东欧买的商品正在超越美国，如果继续保持今年的进口增速，未来5年内，中国可能超过美国，成为世界第一进口大国。 2月1日，中国消费品进口关税下调，也将帮助中国成为世界最大的消费市场。,5,https://mandarinbean.com/the-world-biggest-importing-country/
中国的社交媒体招聘,Recruit by social medias in China,随着社交媒体的发展，中国公司的人力资源部门在招聘的不同阶段越来越多地使用在线平台：寻找国内和国外的人才，在社交媒体上建立账户，将可能的求职者作为目标;同时利用这些平台对潜在的员工进行背景调查。 工作场所是一个关系网络，比如老板和下属的关系，以及同事之间的关系。 一个人在社交媒体平台上的关系是他们现实生活的一种反映。 传统的招聘不允许公司接触到正在寻找工作的人，但现在人力资源工作者可以把信息分发给目标社交媒体平台的所有用户，包括那些想有新的机会，但很少主动寻找新工作的人。 一些公司也使用WeChat和Weibo（Twitter的中文版）来寻找新员工。 招聘人员通常会很快收到对这些职位感兴趣的人的简历，而且他们往往也与公司的要求相匹配。,5,https://mandarinbean.com/recruit-by-social-medias-in-china/
全球生活最贵的城市,The Cities with The Highest Cost of Living,最近，英国的一个调查显示，2018年全球生活成本最高的城市是新加坡。新加坡已经连续5年排名第一了。法国巴黎和瑞士苏黎世并列第二，中国香港第四。排名最后的是叙利亚首都大马士革。因为美元汇率走低，没有一座美国城市进入前十名。这个调查比较各大城市食品、服装、房租、交通费等基本生活和服务的价格，根据这些数据得出这个排名。,None,https://mandarinbean.com/the-cities-with-the-highest-cost-of-living/
中国最近的“大热”游戏,The latest “big hit” game in China,最近，中国APPStore第一名的是一款叫“旅行青蛙”的免费游戏。几乎所有的年轻人都开始玩这个游戏，并且在社交网络上分享很多新的状态。 在游戏中，你有一只宠物青蛙，你可以给它起一个特别的名字。每天为它准备好食物和装备，它就会自己去旅行。 它不会告诉你它去哪儿，你也没办法知道。你能做的，只是等着它给你偶尔寄明信片和特产，为它骄傲，为它有新朋友开心。 有时候，它突然就回家了，自己看书、吃东西或者做自己的事情。 大部分时间，青蛙都不在家，你只能去收割家门口的三叶草，默默等待。 这是一款非常简单的游戏，没有社交，没有竞赛，没有升级。但是大家都很喜欢。好像在养一个真正的孩子，每个玩游戏的人都变成了“老父亲”“老母亲”。 现在中文版和日文版的游戏都有，你想试一试吗？,5,https://mandarinbean.com/the-latest-big-hit-game-in-china/
腊八节,Laba Festival,每年农历十二月初八是中国的传统节日，腊八节，也是佛教的一个重要节日。 腊八这一天有吃腊八粥的习俗。中国喝腊八粥的历史，已经有一千多年。 最早从宋代开始。每到腊八这一天，不论是谁，都要做腊八粥。各地的腊八粥材料有不同。 腊八粥做好以后，先拜祭祖先，然后在中午之前送给亲朋好友，最后全家团聚在一起吃。 吃剩的腊八粥，保存着吃了几天还有剩下来的，是好兆头，意思是“年年有余”。 如果把腊八粥送给穷人吃，是会带给自己好运的。,5,https://mandarinbean.com/laba-festival/
给年轻人的五个成功秘诀,Five Secrets of Success for The Young,埃隆·马斯克（ElonMusk）分享了几个追求成功的秘诀，有些你们或许已经听过，但却很值得再次强调。 第一，非常努力地工作： 想创业的人，尤其如此。我跟我弟弟成立第一家公司Zip2的时候，我们租了一间办公室，直接就睡在沙发上，每天跑到YMCA洗澡，而且两人只有一台计算机。我们的网站只能在白天上线，因为晚上我要写程序。就这样，每周工作七天，只要是醒着的时候都在工作。 第二，吸引顶尖人才与你共事： 企业其实就是一群人集合在一起，创造产品或服务。不论你要创业或进入企业工作，最重要的关键，都是与顶尖人才共事。你应该设法加入一个优秀团队，跟那些让你佩服的人一起工作。创业的话，更要想尽办法，找到最厉害的人才。 第三，聚焦在讯号，而非杂音： 有很多企业混淆了焦点，他们花很多钱去做一些不会让产品变得更好的事情。所以在特斯拉(Tesla)，我们从不做广告，而是把钱投入研发和生产设计，不断改进产品。我认为，每家公司都应该问自己，我们做的这些事情，到底有没有让产品或服务更好，如果没有，就应该停止了。 第四，不要盲目跟随潮流： 不要以模拟方式来推理，应该从最根本的真理开始思考。多利用这个原则来判断，你做的事情是否真的合理有意义，还是其实你只是在跟随别人？如果你想开创新事业、开发新产品，这是最好的思考方法。 第五，年轻人，现在正是你们冒险追梦的时候： 年纪越大，要承担的责任越多。有了家庭后，你在面对可能会失败的风险时，往往还要考虑到身边的其他人，变得比较犹豫。所以，我会鼓励你们，现在是冒险的最佳时机，有梦想就去做，保证你们不会后悔！,5,https://mandarinbean.com/five-secrets-of-success-for-the-young/
从消极变得积极,Ways to Live A Positive Life,你是否总是有消极的想法，影响你的日常生活、心情，甚至影响了你的身体健康？其实，可以用积极的想法代替消极的想法。 1.注意你的身体语言，放松你的身体，你的心情也会放松下来。 2.肯定自己。你可以在网上或者书里找一些自我肯定的建议，每天重复。 3.冥想。观察并分析你的消极想法，让他们消失。 4.知道自己的底线。写下所有消极的想法，试着去改变这些情况。 5.分散注意力。做让自己内心平静的事情。 6.找一个信任的人，告诉他们你的想法，他们会帮助你。 7.运动。 8.写日记。写下每天发生的好事。 9.和镜子里的自己说话。告诉自己一些生活中美好的事。 10.不要把自己的想法放在任何人身上。每个人都不一样。 当然，你的改变不会很快，因为从消极变得积极，需要大量的练习和耐心才可以做到。,5,https://mandarinbean.com/ways-to-live-a-positive-life/
冰面看日出,See the sunrise on the melting ice,最近，中国辽宁的一个小伙子来海边看日出，发现近处海面已经结冰，他就站上了冰面。然而，随着温度升高，冰面渐渐融化，他被困在了一块冰上，越漂越远……救援人员赶到的时候，小伙子双手插在口袋里，情绪很稳定。经过30分钟的救援，他成功脱离险境。,5,https://mandarinbean.com/see-the-sunrise-on-the-melting-ice/
北京的厕所革命,The “Toilet Revolution” in Beijing,北京一共有19000多个公共厕所，但是很多厕所有脏、乱、差、少、远等问题。 最近，北京市制定了一个“提升公共厕所服务品质”的方案，要全面提升北京大街小巷的厕所质量。 新的公共厕所不分男女，有独立的马桶、婴儿座椅、桌子等。 这种厕所除了有最基本的功能，还可以购物、存钱取钱、免费上网、充电，甚至可以用面部识别的方法拿卫生纸，非常科学、实用、环保。 目标是“冬天不冷，夏天不热，闻着不臭”。 并且，在北京街头，300-500米就会有一个厕所，每步行三分钟就可以找到。 女厕所也会更多。 今年，北京计划完成500多个这样的厕所。,5,https://mandarinbean.com/the-toilet-revolution-in-beijing/
中国第一个冰雪酒店,The First Ice Hotel in China,中国第一个冰雪酒店在内蒙古开张了。 几乎所有的东西都是冰做的，包括床、桌子等。 这个酒店差不多1000平方米，有10个房间，还有娱乐大厅，阅览室，酒吧和餐厅。 房间的温度低于零下5度。 但是酒店有温暖的衣服和睡袋，客人不会受伤。 春天以后，酒店将在三个月内融化。,5,https://mandarinbean.com/the-first-ice-hotel-in-china/
汉语成为爱尔兰高考科目,Ireland to list Chinese as national exam subject,12月4号，爱尔兰政府发布了他们的未来10年外语教学战略。从2020年开始，爱尔兰的高中生可以选修汉语，并且可以在2022年的爱尔兰“高考”—高中毕业证书考试中选择考汉语。 爱尔兰的教育官员说，这个战略是应对非英语国家的崛起和英国脱欧的一项重要教育举措。 近年来，爱尔兰各地喜欢汉语的人越来越多，选择去中国留学的学生也在不断增加。 爱尔兰有两个非常成功的孔子学院，一个在都柏林大学，另一个在科克大学。在这两个孔子学院的努力下，越来越多爱尔兰毕业生基本掌握了汉语语言和文化知识。 爱尔兰和中国在教育领域的合作不断发展，在学生交换、语言学习、文化研究等各方面都合作良好。,5,https://mandarinbean.com/ireland-to-list-chinese-as-national-exam-subject/
